occupationUri,relationType,skillType,skillUri
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/2fffc0e3-3e79-4e85-8af4-c0ae327ce2f8
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/3529d640-5d49-45fe-8ede-491e9c8e0447
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/41ef4b15-1c8c-488e-9abc-6731d8011312
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/6122d586-5978-431f-8e7a-96e61fc1f3fc
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/6cf8c56c-4db6-4f6b-88b6-331f9902acea
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/6f571969-3640-4774-a9bc-fd2ef583fdec
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/7110bf9f-b245-4adc-9159-5081013fd64d
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/819c55a7-8bc7-423a-9b3b-7adf5a6e6a5b
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/82fadde2-45cc-4734-bace-dadafdeaa41f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/8557f2f8-7ff3-47d8-bdb4-b9608dee906e
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/89d2bb53-67fc-4b9e-80c7-07b6c587bc0d
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/9ec07ba9-f876-4dce-92b1-9e0cd68aa969
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/ab2e56f3-24f0-413b-a67b-291a67fc2d1f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/b8e0e484-955f-4396-b9b4-aaadde86017f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/c3fb1757-a529-4336-8898-4e96cd99f95f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/cb1a2fbf-242d-4a4e-a466-588378f124c1
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,essential,skill/competence,http://data.europa.eu/esco/skill/e0e86af6-ecb7-446b-acdd-d70cf2e7daad
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/11e2378a-ccc0-45a5-993c-23eb65f9e1ce
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/1d4b74b0-1a48-48ec-a3cd-26cca0c212a3
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/371d4ecb-4413-4d4c-9ffb-d3ad82f1f552
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/3f24c61e-8dbd-4a42-baa5-38d8399a2e37
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/406cff78-4aa9-427e-9d56-ad998041cb92
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/4ee6d767-f269-4711-a513-9d9ff958d4fa
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/518339db-bdfb-4d12-8d76-c065a7ca4364
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/55fed833-b876-4f71-a6f3-534419a9b030
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/641bc86f-42ca-44e9-af8b-4f9e1f284e41
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/66b1758e-0999-44f9-87ab-bf22c8b92b37
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/76a12197-e3c4-456b-bbff-1e2248716a55
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/7b85473a-d609-4da4-92b7-a66cfaa86302
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/8ba9a58f-a491-4a23-9325-85f3b171aa53
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/9c604f80-b430-40f3-8c88-e19e29899dbc
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/c07dab7f-deb2-4985-ac64-c62514221869
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/d8a37cc7-878d-4c76-af69-3584282d8a8f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/deed7f6d-328d-4f67-b74e-9b83180c1c5c
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/f2af6651-a600-4324-bd90-b22cbcd67068
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,knowledge,http://data.europa.eu/esco/skill/feb98135-93fe-4b57-b7f6-cf7d4796bc39
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/05580192-9610-4bbf-9dd7-f09fe4cae28a
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/0ecf2d93-39a1-4b3d-8ebe-36ea879c7cd7
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/1a2cca81-480c-43ad-b183-923827f2fc0b
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/1bd03b9b-835e-4719-ac20-d2d547840061
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/1f6579b0-11e6-4eb2-82d0-5f2d27cc11d6
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/269ea7d1-9909-47cb-b4d9-f63fc7f4a302
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/2931aea3-136e-4344-8fe1-c8f57f950246
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/2ee3dfd7-fd74-42e8-b32d-5b727e6e929d
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/355c4510-8b6c-4d39-9e4d-5b91ddda2fb4
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/3be9e2fe-d793-4f35-91ed-61fbc55ae7db
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/44f6a65f-6be7-4818-9a66-73908797283f
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/51ece34f-c24e-4183-9bf4-9b6f28748aec
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/60358919-aa4c-4fc4-b687-14597dbbc752
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/67d37d22-a013-4d79-9185-2f97820917d6
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/6b29b77f-7265-4dae-8309-78077f99ab60
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/6f900dcb-c7ff-4d97-8015-9c45b99f7097
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/835a88b8-3a49-47b2-8a86-6d58cf42757c
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/929a997b-d56c-4383-b36d-6de9fa0e1721
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/973e711f-5c7a-43b2-9ac7-3ab95505aa00
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/9ab25f31-8aa8-4367-bff0-b7c6ca07ac0b
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/d59d023b-8f28-4e67-9a41-aa36320e6c69
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,optional,skill/competence,http://data.europa.eu/esco/skill/f9f6559c-029a-4586-ab68-02cbc1632b67
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,knowledge,http://data.europa.eu/esco/skill/f91ad7eb-f4dd-400f-b69e-6a4e23024741
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/50f2d23c-b3fb-48a5-967b-14fd0a6dd205
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/60ee2021-7d84-41b9-8285-6bff269eed78
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/6f41081b-39ee-4a42-a8d4-a1cee7a39873
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/6f571969-3640-4774-a9bc-fd2ef583fdec
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/93261e82-8ffe-4a8b-b8b0-02265edbf562
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/a93011ca-e6ab-4182-8a05-4d4b282cff27
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/aba33944-7bc3-42ea-9b37-03d7482231c7
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/c643e59b-d74c-4f44-b76e-6e1d96c05ec4
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/cdd2b6cc-b4a9-42a0-824b-766f52176fd3
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,essential,skill/competence,http://data.europa.eu/esco/skill/ebf40cf9-5c98-4d84-9f01-b7ca74e90682
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,knowledge,http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,knowledge,http://data.europa.eu/esco/skill/cc173f61-3386-44c5-a048-3889e1ec9114
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,knowledge,http://data.europa.eu/esco/skill/fe77f9ca-7bd2-4a68-98f4-8463a4fb8301
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,skill/competence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,skill/competence,http://data.europa.eu/esco/skill/a11c4c9c-ed68-4dcd-b7ef-841e7e347d70
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,optional,skill/competence,http://data.europa.eu/esco/skill/ef2adfe8-d7a5-465d-bbe6-8f9e913ae7ed
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,knowledge,http://data.europa.eu/esco/skill/74bb0643-a15f-48ea-b12c-d98bf49cb317
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/07090471-265a-48ec-b744-72b357e801ed
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/11f536f5-b0e2-46a6-95c1-bd765946604c
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/44da96fe-26a3-4a32-9a0f-c49614bb7298
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/4a874516-eb34-4dc1-833d-864c5a448db2
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/5a42eaf5-93bb-4bca-8ebd-4d78e96e4929
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/64b0515c-98b0-4cfd-8791-2f0a74e0ca37
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/6b58a6d2-89cf-4ab5-bb62-eb29ae968934
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/7530bc44-f09d-4dd2-8911-92b98333e442
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/8e09fe66-2649-4179-81ef-91fefa3ceee8
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/a13566a2-4461-4dcc-82b2-8280fb5bb993
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/a65fb963-6faf-47b2-a3d9-c4e5e4d833c5
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/b1d75e36-64d3-4000-bd9c-14899bea87e2
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/b9bb1f03-15e2-4079-943e-7e483b21725b
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/beb952e4-8a9c-47af-8a60-c6eb5c5f25bc
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/d39a5880-7d0a-4573-9f70-a75ff875bf83
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/d5e1e30e-44ab-4aba-abab-b8263e801b7a
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,essential,skill/competence,http://data.europa.eu/esco/skill/f5dc20ae-8b2f-4c9b-b4fa-e9e8c81dbcf4
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/06bd47bc-d9f3-4517-8e34-c55c2e81f8c2
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/4e3db6d7-88b8-492d-89e5-a93d01c3e369
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/6b28bb69-a6ef-42d4-84df-46e498f09297
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/731101d9-94bc-4805-bff4-9578d1bf03b5
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/7b34134b-eb4c-40da-98a0-98b6190aa93b
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/81ad8286-cc55-4a08-92a6-38474c35c893
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/a5b0cd5c-e13a-4ab3-8d93-4d242adcfb01
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/edff6d20-660d-4d33-b412-9a5b664a14be
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,knowledge,http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/1be68ecc-7263-4118-8ca5-254e444f3bc0
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/229b10cf-6f3a-490c-9706-01c107df0562
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/28ca596e-5e2f-4149-a28d-42d2c4c20227
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/3399cde5-6d0d-48a5-a7ac-53706648f283
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/36fe44b2-af36-4467-9be8-601e64b3dbc7
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/383955b1-9059-47e4-9028-67bb2fdb6be6
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/6fe019dd-027f-45f3-b19c-d27f7ae00980
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/77eda69d-ddf6-40ca-b66f-870ea996734d
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/98a0c718-40b1-4a4f-a366-b8155f238d9b
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/b78f324d-e16c-43f8-97d2-50d3a7cd1fb3
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/bd420d08-880b-43bc-a808-d46ad3115168
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/cedd0710-62ae-4ff4-89ae-ac52375f86ec
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/e927ab40-a135-4a7a-9dfc-b57132741281
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,optional,skill/competence,http://data.europa.eu/esco/skill/efe801a5-8704-4def-8a96-c32f7a6cb9fb
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/190be8c6-69a6-4aff-8320-473aee68d4c8
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/28cd3cc4-5b92-47e6-9534-a0e1a4981103
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/2ed78f04-8282-40ab-89a6-9392fde00826
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/4f7b14d8-f09c-49f7-abae-231e8c210e07
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/508f3b4c-799a-4742-b3ae-75f2ff11153d
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/51e53aff-6f8a-42ca-9cb9-47335130f4d7
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/52c19dc8-651f-4095-98fe-dcb2799d702e
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/5dfcc46a-4fb1-453c-961b-5d41bf077433
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/6fa0f0de-5630-4a08-a042-a2e07de9208e
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/8671290a-ab17-42c2-9114-adcb741e7257
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/87669743-a291-4ea0-9a50-cac60d45649c
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/8a06c621-adfe-41df-8fe9-6b33f1ea3f0a
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/95992467-644f-4178-97ad-b0e50a8ab084
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/b21e2984-c6b2-4352-bbe8-8f3b03bd50f6
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/e35bfbda-2b8a-4d8e-9afb-8a1862703642
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,essential,knowledge,http://data.europa.eu/esco/skill/e862fb43-5acd-4d37-a4a2-63684c164932
